cabin_number,category_code,is_virtual_balcony,is_promenade_view,is_misclassified
8455,4V,false,false,false
8456,4V,false,false,false
8458,4U,true,false,false
8460,4V,false,false,false
8461,4V,false,false,false
8462,4U,true,false,false
8463,4U,true,false,false
8464,4V,false,false,false
8470,4V,false,false,false
8501,4V,false,false,false
8503,4U,true,false,false
8505,4V,false,false,false
8512,4V,false,false,false
8514,4V,false,false,false
8515,4V,false,false,false
8517,4V,false,false,false
8519,4V,false,false,false
8521,4V,false,false,false
8523,4V,false,false,false
8531,4V,false,false,false
8533,4V,false,false,false
8535,4V,false,false,false
8537,4V,false,false,false
8539,4V,false,false,false
8541,4V,false,false,false
8543,4V,false,false,false
8545,4V,false,false,false
8547,4V,false,false,false
8549,4V,false,false,false
8551,4V,false,false,false
8553,4V,false,false,false
8671,4V,false,false,false
8673,4V,false,false,false
8675,4V,false,false,false
8677,4V,false,false,false
8695,1I,false,false,false
8697,2I,false,false,false
8699,1I,false,false,false
8701,2I,false,false,false
8703,1I,false,false,false
8705,2I,false,false,false
8707,1I,false,false,false
8709,2I,false,false,false
8711,1I,false,false,false
8713,2I,false,false,false
8715,1I,false,false,false
8717,2I,false,false,false
8719,1I,false,false,false
8721,1I,false,false,false
8723,1I,false,false,false
8725,2I,false,false,false
8727,1I,false,false,false
8729,2I,false,false,false
9116,4V,false,false,false
9123,4V,false,false,false
9131,4V,false,false,false
9133,4V,false,false,false
9135,4V,false,false,false
9137,4V,false,false,false
9139,4V,false,false,false
9141,4V,false,false,false
9143,4V,false,false,false
9145,4V,false,false,false
9147,4V,false,false,false
9149,4V,false,false,false
9151,4V,false,false,false
9153,4V,false,false,false
9175,4U,true,false,false
9177,2S,false,false,false
9179,2S,false,false,false
9181,2S,false,false,false
9183,2S,false,false,false
9185,2S,false,false,false
9187,2S,false,false,false
9189,2S,false,false,false
9191,2S,false,false,false
9193,2S,false,false,false
9195,2S,false,false,false
9197,2S,false,false,false
9199,2S,false,false,false
9201,2S,false,false,false
9203,2S,false,false,false
9205,2S,false,false,false
9207,2S,false,false,false
9209,2S,false,false,false
9211,2S,false,false,false
9213,2S,false,false,false
9215,2S,false,false,false
9217,2S,false,false,false
9229,2S,false,false,false
9231,2S,false,false,false
9233,2S,false,false,false
9235,2S,false,false,false
9237,2S,false,false,false
9239,2S,false,false,false
9241,2S,false,false,false
9243,2S,false,false,false
9245,2S,false,false,false
9247,2S,false,false,false
9249,2S,false,false,false
9251,2S,false,false,false
9253,2S,false,false,false
9255,2S,false,false,false
9271,4V,false,false,false
9273,4V,false,false,false
9275,4V,false,false,false
9277,4V,false,false,false
9293,1I,false,false,false
9295,1I,false,false,false
9297,1I,false,false,false
9299,2I,false,false,false
9301,2I,false,false,false
9303,1I,false,false,false
9305,1I,false,false,false
9307,2I,false,false,false
9309,1I,false,false,false
9311,1I,false,false,false
9313,1I,false,false,false
9315,1I,false,false,false
9317,1I,false,false,false
9319,1I,false,false,false
9321,1I,false,false,false
9323,2I,false,false,false
9325,1I,false,false,false
9327,2I,false,false,false
9329,1I,false,false,false
9402,4U,true,false,false
9404,4V,false,false,false
9406,4U,true,false,false
9408,4V,false,false,false
9410,4V,false,false,false
9411,4V,false,false,false
9412,4U,true,false,false
9413,4U,true,false,false
9414,4V,false,false,false
9416,4U,true,false,false
9418,4V,false,false,false
9420,4U,true,false,false
9422,4V,false,false,false
9423,4V,false,false,false
9424,4V,false,false,false
9425,4V,false,false,false
9426,4V,false,false,false
9427,4V,false,false,false
9428,4V,false,false,false
9430,4V,false,false,false
9431,4V,false,false,false
9432,CI,false,false,false
9433,CI,false,false,false
9434,CI,false,false,false
9435,CI,false,false,false
9436,CI,false,false,false
9437,CI,false,false,false
9438,CI,false,false,false
9439,CI,false,false,false
9440,CI,false,false,false
9441,CI,false,false,false
9442,CI,false,false,false
9443,CI,false,false,false
9444,CI,false,false,false
9445,CI,false,false,false
9446,CI,false,false,false
9447,CI,false,false,false
9448,4V,false,false,false
9449,4V,false,false,false
9450,4U,true,false,false
9452,4V,false,false,false
9453,4V,false,false,false
9454,4U,true,false,false
9455,4V,false,false,false
9456,4V,false,false,false
9458,4U,true,false,false
9460,4V,false,false,false
9461,4V,false,false,false
9462,4U,true,false,false
9463,4U,true,false,false
9464,4V,false,false,false
9470,4V,false,false,false
9516,4V,false,false,false
9523,4V,false,false,false
9531,FETCH_ERROR,false,false,unknown
9533,4V,false,false,false
9535,4V,false,false,false
9537,4V,false,false,false
9539,4V,false,false,false
9541,4V,false,false,false
9543,4V,false,false,false
9545,4V,false,false,false
9547,4V,false,false,false
9549,4V,false,false,false
9551,4V,false,false,false
9553,4V,false,false,false
9575,4U,true,false,false
9577,2S,false,false,false
9579,2S,false,false,false
9581,2S,false,false,false
9583,2S,false,false,false
9585,2S,false,false,false
9587,2S,false,false,false
9589,2S,false,false,false
9591,FETCH_ERROR,false,false,unknown
9593,FETCH_ERROR,false,false,unknown
9595,2S,false,false,false
9597,2S,false,false,false
9599,2S,false,false,false
9601,2S,false,false,false
9603,2S,false,false,false
9605,2S,false,false,false
9607,2S,false,false,false
9609,2S,false,false,false
9611,2S,false,false,false
9613,2S,false,false,false
9615,2S,false,false,false
9617,2S,false,false,false
9629,2S,false,false,false
9631,2S,false,false,false
9633,2S,false,false,false
9635,2S,false,false,false
9637,2S,false,false,false
9639,2S,false,false,false
9641,2S,false,false,false
9643,2S,false,false,false
9645,2S,false,false,false
9647,2S,false,false,false
9649,2S,false,false,false
9651,2S,false,false,false
9653,2S,false,false,false
9655,2S,false,false,false
9671,4V,false,false,false
9673,4V,false,false,false
9675,4V,false,false,false
9677,4V,false,false,false
9693,2I,false,false,false
9695,1I,false,false,false
9697,2I,false,false,false
9699,1I,false,false,false
9701,2I,false,false,false
9703,1I,false,false,false
9705,2I,false,false,false
9707,1I,false,false,false
9709,2I,false,false,false
9711,1I,false,false,false
9713,2I,false,false,false
9715,1I,false,false,false
9717,2I,false,false,false
9719,1I,false,false,false
9721,1I,false,false,false
9723,1I,false,false,false
9725,2I,false,false,false
9727,1I,false,false,false
9729,2I,false,false,false
10101,CI,false,false,false
10103,4V,false,false,false
10121,4U,true,false,false
10123,4V,false,false,false
10131,4V,false,false,false
10133,4V,false,false,false
10135,4V,false,false,false
10137,4V,false,false,false
10139,4V,false,false,false
10141,4V,false,false,false
10143,4V,false,false,false
10145,4V,false,false,false
10147,4V,false,false,false
10149,4V,false,false,false
10151,4V,false,false,false
10153,4V,false,false,false
10175,4U,true,false,false
10257,4V,false,false,false
10259,4V,false,false,false
10261,4V,false,false,false
10271,4V,false,false,false
10273,4V,false,false,false
10275,4V,false,false,false
10277,4V,false,false,false
10293,1I,false,false,false
10295,2I,false,false,false
10297,1I,false,false,false
10299,2I,false,false,false
10301,1I,false,false,false
10303,2I,false,false,false
10305,1I,false,false,false
10307,2I,false,false,false
10309,1I,false,false,false
10311,2I,false,false,false
10313,1I,false,false,false
10315,1I,false,false,false
10317,1I,false,false,false
10319,1I,false,false,false
10321,1I,false,false,false
10323,2I,false,false,false
10325,1I,false,false,false
10327,2I,false,false,false
10329,1I,false,false,false
10423,4U,true,false,false
10424,4V,false,false,false
10425,2V,false,false,false
10426,4U,true,false,false
10427,4U,true,false,false
10428,4V,false,false,false
10430,4V,false,false,false
10431,4V,false,false,false
10432,CI,false,false,false
10433,CI,false,false,false
10434,CI,false,false,false
10435,CI,false,false,false
10436,CI,false,false,false
10437,CI,false,false,false
10438,CI,false,false,false
10439,CI,false,false,false
10440,CI,false,false,false
10441,CI,false,false,false
10442,CI,false,false,false
10443,CI,false,false,false
10444,CI,false,false,false
10445,CI,false,false,false
10446,CI,false,false,false
10447,CI,false,false,false
10448,4V,false,false,false
10449,4V,false,false,false
10450,4U,true,false,false
10452,4V,false,false,false
10453,2V,false,false,false
10454,4U,true,false,false
10455,4V,false,false,false
10456,4V,false,false,false
10458,4U,true,false,false
10460,4V,false,false,false
10461,2V,false,false,false
10462,4U,true,false,false
10463,4V,false,false,false
10464,2V,false,false,false
10468,4U,true,false,false
10470,2V,false,false,false
10471,4V,false,false,false
10501,CI,false,false,false
10503,4V,false,false,false
10521,2V,false,false,false
10523,4U,true,false,false
10531,4V,false,false,false
10533,4V,false,false,false
10535,4V,false,false,false
10537,4V,false,false,false
10539,4V,false,false,false
10541,4V,false,false,false
10543,4V,false,false,false
10545,4V,false,false,false
10547,4V,false,false,false
10549,4V,false,false,false
10551,4V,false,false,false
10553,4V,false,false,false
10575,4U,true,false,false
10577,FETCH_ERROR,false,false,unknown
10579,1I,false,false,false
10581,2I,false,false,false
10583,1I,false,false,false
10585,2I,false,false,false
10587,1I,false,false,false
10589,2I,false,false,false
10591,1I,false,false,false
10593,2I,false,false,false
10595,1I,false,false,false
10597,1I,false,false,false
10599,1I,false,false,false
10601,1I,false,false,false
10603,1I,false,false,false
10605,1I,false,false,false
10607,1I,false,false,false
10609,1I,false,false,false
10611,1I,false,false,false
10613,1I,false,false,false
10615,1I,false,false,false
10617,1I,false,false,false
10671,4V,false,false,false
10673,4V,false,false,false
10675,4V,false,false,false
10677,4V,false,false,false
10693,2I,false,false,false
10695,1I,false,false,false
10697,2I,false,false,false
10699,1I,false,false,false
10701,2I,false,false,false
10703,1I,false,false,false
10705,2I,false,false,false
10707,1I,false,false,false
10709,2I,false,false,false
10711,2I,false,false,false
10713,1I,false,false,false
10715,1I,false,false,false
10717,1I,false,false,false
10719,1I,false,false,false
10721,1I,false,false,false
10723,1I,false,false,false
10725,2I,false,false,false
10727,1I,false,false,false
10729,2I,false,false,false
11101,4V,false,false,false
11121,4U,true,false,false
11123,2V,false,false,false
11130,4N,false,false,true
11133,4V,false,false,false
11135,4V,false,false,false
11137,1R,false,false,false
11139,1R,false,false,false
11141,2V,false,false,false
11143,4V,false,false,false
11147,1R,false,false,false
11149,1R,false,false,false
11151,4V,false,false,false
11153,4V,false,false,false
11175,4U,true,false,false
11271,4V,false,false,false
11273,4V,false,false,false
11275,4V,false,false,false
11277,4V,false,false,false
11293,1J,false,false,true
11295,2J,false,false,true
11297,1J,false,false,true
11299,2J,false,false,true
11301,1J,false,false,true
11303,2J,false,false,true
11305,1J,false,false,true
11307,2J,false,false,true
11309,1J,false,false,true
11311,2J,false,false,true
11313,1J,false,false,true
11315,1J,false,false,true
11317,1J,false,false,true
11319,1J,false,false,true
11321,1J,false,false,true
11323,1J,false,false,true
11325,1J,false,false,true
11327,1J,false,false,true
11329,1J,false,false,true
11400,CI,false,false,false
11401,CI,false,false,false
11402,CI,false,false,false
11403,CI,false,false,false
11404,CI,false,false,false
11405,CI,false,false,false
11406,CI,false,false,false
11407,CI,false,false,false
11408,4V,false,false,false
11409,4V,false,false,false
11410,CI,false,false,false
11411,CI,false,false,false
11412,CI,false,false,false
11413,CI,false,false,false
11414,CI,false,false,false
11415,CI,false,false,false
11416,CI,false,false,false
11417,CI,false,false,false
11418,CI,false,false,false
11419,CI,false,false,false
11420,CI,false,false,false
11421,CI,false,false,false
11422,CI,false,false,false
11423,CI,false,false,false
11424,CI,false,false,false
11425,CI,false,false,false
11426,4V,false,false,false
11427,4V,false,false,false
11430,4U,true,false,false
11432,4V,false,false,false
11433,2V,false,false,false
11434,4U,true,false,false
11435,4V,false,false,false
11436,4V,false,false,false
11438,4U,true,false,false
11440,4V,false,false,false
11441,4V,false,false,false
11442,4U,true,false,false
11443,4V,false,false,false
11444,2V,false,false,false
11450,4U,true,false,false
11451,4U,true,false,false
11452,2V,false,false,false
11501,4U,true,false,false
11521,4V,false,false,false
11523,4U,true,false,false
11526,4N,false,false,true
11531,4V,false,false,false
11533,4V,false,false,false
11535,4V,false,false,false
11537,4V,false,false,false
11539,4V,false,false,false
11541,4V,false,false,false
11543,4V,false,false,false
11545,4V,false,false,false
11547,4V,false,false,false
11549,4V,false,false,false
11551,4V,false,false,false
11553,4V,false,false,false
11575,4U,true,false,false
11671,4V,false,false,false
11673,4V,false,false,false
11675,4V,false,false,false
11677,4V,false,false,false
11693,2I,false,false,false
11695,1I,false,false,false
11697,1I,false,false,false
11699,1I,false,false,false
11701,2I,false,false,false
11703,1I,false,false,false
11705,2I,false,false,false
11707,1I,false,false,false
11709,2I,false,false,false
11711,1I,false,false,false
11713,2I,false,false,false
11715,1I,false,false,false
11717,1I,false,false,false
11719,1I,false,false,false
11721,1I,false,false,false
11723,1I,false,false,false
11725,1I,false,false,false
11727,1I,false,false,false
11729,1I,false,false,false
12137,1V,false,false,false
12139,4V,false,false,false
12141,1V,false,false,false
12143,3V,false,false,false
12145,3V,false,false,false
12147,4V,false,false,false
12149,4V,false,false,false
12151,4V,false,false,false
12153,4V,false,false,false
12175,4U,true,false,false
12227,1V,false,false,false
12293,1I,false,false,false
12295,2I,false,false,false
12297,1I,false,false,false
12299,2I,false,false,false
12301,1I,false,false,false
12303,2I,false,false,false
12305,1I,false,false,false
12307,2I,false,false,false
12309,1I,false,false,false
12311,2I,false,false,false
12313,1I,false,false,false
12315,1I,false,false,false
12317,1I,false,false,false
12319,1I,false,false,false
12321,1I,false,false,false
12323,2I,false,false,false
12325,1I,false,false,false
12327,2I,false,false,false
12329,1I,false,false,false
12537,4V,false,false,false
12539,4V,false,false,false
12541,4V,false,false,false
12543,4V,false,false,false
12545,4V,false,false,false
12547,4V,false,false,false
12549,4V,false,false,false
12551,4V,false,false,false
12553,4V,false,false,false
12575,4U,true,false,false
12619,1V,false,false,false
12627,3V,false,false,false
12671,4V,false,false,false
12673,4V,false,false,false
12675,4V,false,false,false
12677,4V,false,false,false
12693,2I,false,false,false
12695,1I,false,false,false
12697,1I,false,false,false
12699,1I,false,false,false
12701,2I,false,false,false
12703,1I,false,false,false
12705,2I,false,false,false
12707,1I,false,false,false
12709,2I,false,false,false
12711,1I,false,false,false
12713,2I,false,false,false
12715,1I,false,false,false
12717,1I,false,false,false
12719,1I,false,false,false
12721,1I,false,false,false
12723,1I,false,false,false
12725,2I,false,false,false
12727,1I,false,false,false
12729,2I,false,false,false
14175,4U,true,false,false
14227,1V,false,false,false
14271,4V,false,false,false
14273,4V,false,false,false
14275,4V,false,false,false
14277,4V,false,false,false
14293,1I,false,false,false
14295,1I,false,false,false
14299,2I,false,false,false
14301,2I,false,false,false
14305,1I,false,false,false
14307,1I,false,false,false
14309,1I,false,false,false
14311,2I,false,false,false
14313,1I,false,false,false
14315,2I,false,false,false
14317,1I,false,false,false
14319,2I,false,false,false
14321,1I,false,false,false
14323,2I,false,false,false
14325,1I,false,false,false
14327,4V,false,false,false
14329,4V,false,false,false
14531,4V,false,false,false
14533,4V,false,false,false
14535,4V,false,false,false
14537,4V,false,false,false
14627,1V,false,false,false
14671,4V,false,false,false
14673,4V,false,false,false
14675,4V,false,false,false
14677,4V,false,false,false
14693,2I,false,false,false
14695,1I,false,false,false
14697,2I,false,false,false
14699,1I,false,false,false
14701,2I,false,false,false
14703,1I,false,false,false
14705,2I,false,false,false
14707,1I,false,false,false
14709,2I,false,false,false
14711,1I,false,false,false
14713,1I,false,false,false
14715,1I,false,false,false
14717,1I,false,false,false
14719,1I,false,false,false
14721,1I,false,false,false
14723,1I,false,false,false
14725,1I,false,false,false
14727,4V,false,false,false
14729,4V,false,false,false
14804,4V,false,false,false
14805,4V,false,false,false
14806,4V,false,false,false
14807,4V,false,false,false
14808,4V,false,false,false
122771,4V,false,false,false
122773,4V,false,false,false
122775,4V,false,false,false
122777,4V,false,false,false
