cabin_number,category_code,is_virtual_balcony,is_promenade_view,is_misclassified
7446,4U,true,false,false
7448,3V,false,false,false
7450,4U,true,false,false
7452,3V,false,false,false
7454,4U,true,false,false
7456,3V,false,false,false
7501,6V,false,false,true
7512,FETCH_ERROR,false,false,unknown
7514,6V,false,false,true
7517,6V,false,false,true
7531,6V,false,false,true
7533,6V,false,false,true
7535,6V,false,false,true
7537,6V,false,false,true
7539,6V,false,false,true
7541,6V,false,false,true
7543,6V,false,false,true
7545,6V,false,false,true
7547,3V,false,false,false
7549,6V,false,false,true
7551,3V,false,false,false
7553,6V,false,false,true
7585,2T,false,true,false
7587,2T,false,true,false
7589,2T,false,true,false
7591,2T,false,true,false
7593,2V,false,false,false
7595,1V,false,false,false
7597,2T,false,true,false
7599,2T,false,true,false
7601,2T,false,true,false
7603,2T,false,true,false
7605,2T,false,true,false
7671,6V,false,false,true
7673,6V,false,false,true
7675,6V,false,false,true
7677,6V,false,false,true
7719,2T,false,true,false
7721,2T,false,true,false
7723,FETCH_ERROR,false,false,unknown
7725,2T,false,true,false
8101,6V,false,false,true
8116,6V,false,false,true
8118,6V,false,false,true
8131,6V,false,false,true
8133,6V,false,false,true
8135,6V,false,false,true
8137,6V,false,false,true
8139,6V,false,false,true
8141,6V,false,false,true
8143,6V,false,false,true
8145,6V,false,false,true
8147,6V,false,false,true
8149,6V,false,false,true
8151,6V,false,false,true
8153,6V,false,false,true
8293,4I,false,false,true
8295,1I,false,false,false
8297,4I,false,false,true
8299,1I,false,false,false
8301,4I,false,false,true
8303,1I,false,false,false
8305,4I,false,false,true
8307,1I,false,false,false
8309,4I,false,false,true
8311,4I,false,false,true
8313,4I,false,false,true
8315,1I,false,false,false
8317,4I,false,false,true
8319,1I,false,false,false
8321,2I,false,false,false
8323,1I,false,false,false
8325,2I,false,false,false
8327,1I,false,false,false
8329,2I,false,false,false
8400,6V,false,false,true
8401,4U,true,false,false
8402,6V,false,false,true
8403,4U,true,false,false
8404,4U,true,false,false
8405,6V,false,false,true
8406,6V,false,false,true
8408,4U,true,false,false
8410,4U,true,false,false
8411,6V,false,false,true
8412,4U,true,false,false
8413,6V,false,false,true
8414,6V,false,false,true
8415,4U,true,false,false
8416,4U,true,false,false
8418,6V,false,false,true
8422,4U,true,false,false
8423,3V,false,false,false
8424,6V,false,false,true
8425,6V,false,false,true
8426,4U,true,false,false
8427,3V,false,false,false
8428,6V,false,false,true
8429,6V,false,false,true
8430,4U,true,false,false
8431,3V,false,false,false
8432,6V,false,false,true
8433,6V,false,false,true
8434,4U,true,false,false
8435,3V,false,false,false
8436,3V,false,false,false
8437,6V,false,false,true
8438,4U,true,false,false
8439,3V,false,false,false
8440,3V,false,false,false
8441,6V,false,false,true
8442,4U,true,false,false
8443,3V,false,false,false
8444,3V,false,false,false
8445,6V,false,false,true
8446,4U,true,false,false
8448,3V,false,false,false
8450,4U,true,false,false
8452,6V,false,false,true
8454,4U,true,false,false
8456,6V,false,false,true
8516,6V,false,false,true
8518,6V,false,false,true
8531,6V,false,false,true
8533,6V,false,false,true
8535,6V,false,false,true
8537,6V,false,false,true
8539,6V,false,false,true
8541,6V,false,false,true
8543,6V,false,false,true
8545,6V,false,false,true
8547,6V,false,false,true
8549,6V,false,false,true
8551,6V,false,false,true
8553,6V,false,false,true
8671,6V,false,false,true
8673,6V,false,false,true
8675,6V,false,false,true
8677,6V,false,false,true
8695,4I,false,false,true
8697,1I,false,false,false
8699,4I,false,false,true
8701,1I,false,false,false
8703,4I,false,false,true
8705,1I,false,false,false
8707,4I,false,false,true
8709,1I,false,false,false
8711,4I,false,false,true
8713,1I,false,false,false
8715,4I,false,false,true
8717,1I,false,false,false
8719,4I,false,false,true
8721,2I,false,false,false
8723,2I,false,false,false
8725,1I,false,false,false
8727,2I,false,false,false
8729,1I,false,false,false
9101,6V,false,false,true
9107,6V,false,false,true
9109,6V,false,false,true
9120,6V,false,false,true
9131,6V,false,false,true
9133,6V,false,false,true
9135,6V,false,false,true
9137,6V,false,false,true
9139,6V,false,false,true
9141,6V,false,false,true
9143,6V,false,false,true
9145,6V,false,false,true
9147,6V,false,false,true
9149,6V,false,false,true
9151,6V,false,false,true
9153,6V,false,false,true
9175,1V,false,false,false
9177,2S,false,false,false
9179,2S,false,false,false
9181,2S,false,false,false
9183,2S,false,false,false
9185,2S,false,false,false
9187,2S,false,false,false
9189,2S,false,false,false
9191,2S,false,false,false
9193,2S,false,false,false
9195,2S,false,false,false
9197,2S,false,false,false
9199,2S,false,false,false
9201,2S,false,false,false
9203,2S,false,false,false
9205,2S,false,false,false
9207,2S,false,false,false
9209,2S,false,false,false
9211,2S,false,false,false
9213,2S,false,false,false
9215,2S,false,false,false
9217,2S,false,false,false
9229,2S,false,false,false
9231,2S,false,false,false
9233,2S,false,false,false
9235,2S,false,false,false
9237,2S,false,false,false
9239,2S,false,false,false
9241,2S,false,false,false
9243,2S,false,false,false
9245,2S,false,false,false
9247,2S,false,false,false
9249,2S,false,false,false
9251,2S,false,false,false
9253,2S,false,false,false
9255,2S,false,false,false
9271,6V,false,false,true
9273,6V,false,false,true
9275,4V,false,false,false
9277,6V,false,false,true
9293,4I,false,false,true
9295,1I,false,false,false
9297,4I,false,false,true
9299,1I,false,false,false
9301,4I,false,false,true
9303,1I,false,false,false
9305,4I,false,false,true
9307,1I,false,false,false
9309,4I,false,false,true
9311,4I,false,false,true
9313,4I,false,false,true
9315,4I,false,false,true
9317,4I,false,false,true
9319,4I,false,false,true
9321,2I,false,false,false
9323,1I,false,false,false
9325,2I,false,false,false
9327,1I,false,false,false
9329,2I,false,false,false
9402,6V,false,false,true
9404,4U,true,false,false
9406,6V,false,false,true
9408,4U,true,false,false
9412,4U,true,false,false
9414,6V,false,false,true
9416,4U,true,false,false
9418,6V,false,false,true
9422,4U,true,false,false
9423,3V,false,false,false
9424,6V,false,false,true
9425,6V,false,false,true
9426,4U,true,false,false
9427,3V,false,false,false
9428,6V,false,false,true
9429,6V,false,false,true
9430,4U,true,false,false
9431,3V,false,false,false
9432,6V,false,false,true
9433,6V,false,false,true
9434,4U,true,false,false
9435,3V,false,false,false
9436,3V,false,false,false
9437,6V,false,false,true
9438,FETCH_ERROR,false,false,unknown
9439,3V,false,false,false
9440,3V,false,false,false
9441,6V,false,false,true
9442,4U,true,false,false
9443,3V,false,false,false
9444,3V,false,false,false
9445,6V,false,false,true
9446,4U,true,false,false
9448,3V,false,false,false
9450,4U,true,false,false
9452,3V,false,false,false
9454,4U,true,false,false
9456,3V,false,false,false
9509,6V,false,false,true
9511,6V,false,false,true
9520,6V,false,false,true
9531,6V,false,false,true
9533,6V,false,false,true
9535,6V,false,false,true
9537,6V,false,false,true
9539,6V,false,false,true
9541,6V,false,false,true
9543,6V,false,false,true
9545,6V,false,false,true
9547,6V,false,false,true
9549,6V,false,false,true
9551,6V,false,false,true
9553,6V,false,false,true
9575,1V,false,false,false
9577,2S,false,false,false
9579,2S,false,false,false
9581,2S,false,false,false
9583,2S,false,false,false
9585,2S,false,false,false
9587,2S,false,false,false
9589,2S,false,false,false
9591,2S,false,false,false
9593,2S,false,false,false
9595,2S,false,false,false
9597,2S,false,false,false
9599,2S,false,false,false
9601,2S,false,false,false
9603,2S,false,false,false
9605,2S,false,false,false
9607,2S,false,false,false
9609,2S,false,false,false
9611,2S,false,false,false
9613,2S,false,false,false
9615,2S,false,false,false
9617,2S,false,false,false
9629,2S,false,false,false
9631,2S,false,false,false
9633,2S,false,false,false
9635,2S,false,false,false
9637,2S,false,false,false
9639,2S,false,false,false
9641,2S,false,false,false
9643,2S,false,false,false
9645,2S,false,false,false
9647,2S,false,false,false
9649,2S,false,false,false
9651,2S,false,false,false
9653,2S,false,false,false
9655,2S,false,false,false
9671,6V,false,false,true
9673,6V,false,false,true
9675,6V,false,false,true
9677,6V,false,false,true
9693,4I,false,false,true
9695,4I,false,false,true
9697,1I,false,false,false
9699,4I,false,false,true
9701,1I,false,false,false
9703,4I,false,false,true
9705,1I,false,false,false
9707,4I,false,false,true
9709,1I,false,false,false
9711,4I,false,false,true
9713,4I,false,false,true
9715,4I,false,false,true
9717,4I,false,false,true
9719,4I,false,false,true
9721,2I,false,false,false
9723,2I,false,false,false
9725,1I,false,false,false
9727,2I,false,false,false
9729,1I,false,false,false
10131,4V,false,false,false
10133,4V,false,false,false
10135,4V,false,false,false
10137,4V,false,false,false
10139,4V,false,false,false
10141,4V,false,false,false
10143,4V,false,false,false
10145,4V,false,false,false
10147,4V,false,false,false
10149,4V,false,false,false
10151,4V,false,false,false
10153,4V,false,false,false
10175,1V,false,false,false
10179,1J,false,false,true
10191,1J,false,false,true
10217,2J,false,false,true
10229,2J,false,false,true
10231,2J,false,false,true
10233,2J,false,false,true
10235,2J,false,false,true
10237,2J,false,false,true
10239,2J,false,false,true
10241,2J,false,false,true
10243,2J,false,false,true
10245,2J,false,false,true
10247,2J,false,false,true
10249,2J,false,false,true
10251,2J,false,false,true
10253,2J,false,false,true
10255,2J,false,false,true
10271,4V,false,false,false
10273,4V,false,false,false
10275,4V,false,false,false
10277,4V,false,false,false
10293,4I,false,false,true
10295,1I,false,false,false
10297,4I,false,false,true
10299,1I,false,false,false
10301,4I,false,false,true
10303,FETCH_ERROR,false,false,unknown
10305,4I,false,false,true
10307,FETCH_ERROR,false,false,unknown
10309,4I,false,false,true
10311,4I,false,false,true
10313,4I,false,false,true
10315,4I,false,false,true
10317,4I,false,false,true
10319,4I,false,false,true
10321,2I,false,false,false
10323,1I,false,false,false
10325,2I,false,false,false
10327,1I,false,false,false
10329,2I,false,false,false
10404,4U,true,false,false
10406,4V,false,false,false
10408,4U,true,false,false
10414,4V,false,false,false
10416,4U,true,false,false
10418,4V,false,false,false
10422,4U,true,false,false
10423,3V,false,false,false
10424,4V,false,false,false
10425,4V,false,false,false
10426,4U,true,false,false
10427,3V,false,false,false
10428,4V,false,false,false
10429,4V,false,false,false
10430,4U,true,false,false
10431,3V,false,false,false
10432,4V,false,false,false
10433,4V,false,false,false
10434,4U,true,false,false
10435,3V,false,false,false
10436,3V,false,false,false
10437,4V,false,false,false
10438,4U,true,false,false
10439,3V,false,false,false
10440,3V,false,false,false
10441,4V,false,false,false
10442,4U,true,false,false
10443,3V,false,false,false
10444,3V,false,false,false
10445,4V,false,false,false
10446,4U,true,false,false
10448,3V,false,false,false
10450,4U,true,false,false
10452,3V,false,false,false
10454,4U,true,false,false
10456,3V,false,false,false
10458,4V,false,false,false
10531,4V,false,false,false
10533,4V,false,false,false
10535,4V,false,false,false
10537,4V,false,false,false
10539,4V,false,false,false
10541,4V,false,false,false
10543,4V,false,false,false
10545,4V,false,false,false
10547,4V,false,false,false
10549,4V,false,false,false
10551,4V,false,false,false
10553,4V,false,false,false
10575,1V,false,false,false
10577,1J,false,false,true
10581,1J,false,false,true
10593,1J,false,false,true
10671,4V,false,false,false
10673,4V,false,false,false
10675,4V,false,false,false
10677,4V,false,false,false
10693,4I,false,false,true
10695,4I,false,false,true
10697,1I,false,false,false
10699,4I,false,false,true
10701,1I,false,false,false
10703,4I,false,false,true
10705,1I,false,false,false
10707,4I,false,false,true
10709,1I,false,false,false
10711,4I,false,false,true
10713,4I,false,false,true
10715,4I,false,false,true
10717,4I,false,false,true
10719,4I,false,false,true
10721,2I,false,false,false
10723,2I,false,false,false
10725,1I,false,false,false
10727,2I,false,false,false
10729,1I,false,false,false
11133,4V,false,false,false
11135,4V,false,false,false
11137,1R,false,false,false
11139,1R,false,false,false
11141,4V,false,false,false
11143,4V,false,false,false
11145,1R,false,false,false
11147,1R,false,false,false
11149,1R,false,false,false
11151,4V,false,false,false
11153,4V,false,false,false
11175,1V,false,false,false
11271,4V,false,false,false
11273,4V,false,false,false
11275,4V,false,false,false
11277,4V,false,false,false
11293,4I,false,false,true
11295,4I,false,false,true
11297,4I,false,false,true
11299,1I,false,false,false
11301,4I,false,false,true
11303,1I,false,false,false
11305,4I,false,false,true
11307,1I,false,false,false
11309,4I,false,false,true
11311,1I,false,false,false
11313,4I,false,false,true
11315,4I,false,false,true
11317,4I,false,false,true
11319,4I,false,false,true
11321,2I,false,false,false
11323,2I,false,false,false
11325,2I,false,false,false
11327,2I,false,false,false
11329,2I,false,false,false
11406,4V,false,false,false
11408,4U,true,false,false
11416,4U,true,false,false
11418,4V,false,false,false
11422,4U,true,false,false
11423,3V,false,false,false
11424,4V,false,false,false
11425,4V,false,false,false
11426,4U,true,false,false
11427,3V,false,false,false
11428,4V,false,false,false
11429,4V,false,false,false
11430,4U,true,false,false
11431,3V,false,false,false
11432,4V,false,false,false
11433,4V,false,false,false
11434,4U,true,false,false
11435,3V,false,false,false
11436,3V,false,false,false
11437,4V,false,false,false
11438,4U,true,false,false
11439,3V,false,false,false
11440,3V,false,false,false
11441,4V,false,false,false
11442,4U,true,false,false
11443,3V,false,false,false
11444,3V,false,false,false
11445,4V,false,false,false
11446,4U,true,false,false
11448,3V,false,false,false
11450,4U,true,false,false
11452,3V,false,false,false
11454,4U,true,false,false
11456,3V,false,false,false
11458,4U,true,false,false
11531,4V,false,false,false
11533,4V,false,false,false
11535,4V,false,false,false
11537,4V,false,false,false
11539,4V,false,false,false
11541,4V,false,false,false
11543,4V,false,false,false
11545,4V,false,false,false
11547,4V,false,false,false
11549,4V,false,false,false
11551,4V,false,false,false
11553,4V,false,false,false
11575,1V,false,false,false
11671,4V,false,false,false
11673,4V,false,false,false
11675,4V,false,false,false
11677,4V,false,false,false
11693,4I,false,false,true
11695,4I,false,false,true
11697,4I,false,false,true
11699,4I,false,false,true
11701,1I,false,false,false
11703,4I,false,false,true
11705,1I,false,false,false
11707,4I,false,false,true
11709,1I,false,false,false
11711,4I,false,false,true
11713,1I,false,false,false
11715,4I,false,false,true
11717,4I,false,false,true
11719,4I,false,false,true
11721,2I,false,false,false
11723,2I,false,false,false
11725,2I,false,false,false
11727,2I,false,false,false
11729,2I,false,false,false
12139,4V,false,false,false
12141,4V,false,false,false
12143,4V,false,false,false
12145,4V,false,false,false
12147,4V,false,false,false
12149,4V,false,false,false
12151,4V,false,false,false
12153,4V,false,false,false
12175,1V,false,false,false
12179,2J,false,false,true
12187,1J,false,false,true
12191,1J,false,false,true
12195,1J,false,false,true
12199,1J,false,false,true
12227,2V,false,false,false
12271,4V,false,false,false
12273,4V,false,false,false
12275,4V,false,false,false
12277,4V,false,false,false
12293,4I,false,false,true
12295,4I,false,false,true
12297,4I,false,false,true
12299,1I,false,false,false
12301,4I,false,false,true
12303,FETCH_ERROR,false,false,unknown
12305,4I,false,false,true
12307,1I,false,false,false
12309,4I,false,false,true
12311,1I,false,false,false
12313,4I,false,false,true
12315,4I,false,false,true
12317,4I,false,false,true
12319,4I,false,false,true
12321,2I,false,false,false
12323,1I,false,false,false
12325,2I,false,false,false
12327,1I,false,false,false
12329,2I,false,false,false
12539,4V,false,false,false
12541,4V,false,false,false
12543,4V,false,false,false
12545,4V,false,false,false
12547,4V,false,false,false
12549,4V,false,false,false
12551,4V,false,false,false
12553,4V,false,false,false
12575,1V,false,false,false
12581,1J,false,false,true
12589,1J,false,false,true
12593,1J,false,false,true
12597,1J,false,false,true
12627,2V,false,false,false
12671,4V,false,false,false
12673,4V,false,false,false
12675,4V,false,false,false
12677,4V,false,false,false
12693,4I,false,false,true
12695,4I,false,false,true
12697,4I,false,false,true
12699,4I,false,false,true
12701,1I,false,false,false
12703,2I,false,false,false
12705,1I,false,false,false
12707,4I,false,false,true
12709,1I,false,false,false
12711,4I,false,false,true
12713,1I,false,false,false
12715,4I,false,false,true
12717,4I,false,false,true
12719,4I,false,false,true
12721,2I,false,false,false
12723,2I,false,false,false
12725,1I,false,false,false
12727,2I,false,false,false
12729,1I,false,false,false
14175,1V,false,false,false
14179,1J,false,false,true
14187,1J,false,false,true
14191,1J,false,false,true
14227,2V,false,false,false
14271,4V,false,false,false
14273,4V,false,false,false
14275,4V,false,false,false
14277,4V,false,false,false
14293,4I,false,false,true
14295,4I,false,false,true
14299,1I,false,false,false
14301,1I,false,false,false
14305,4I,false,false,true
14307,4I,false,false,true
14309,4I,false,false,true
14311,1I,false,false,false
14313,4I,false,false,true
14315,1I,false,false,false
14317,4I,false,false,true
14319,1I,false,false,false
14321,2I,false,false,false
14323,1I,false,false,false
14325,2I,false,false,false
14327,4V,false,false,false
14329,4V,false,false,false
14581,1J,false,false,true
14589,1J,false,false,true
14593,1J,false,false,true
14627,2V,false,false,false
14651,1J,false,false,true
14653,1J,false,false,true
14671,4V,false,false,false
14673,4V,false,false,false
14675,4V,false,false,false
14677,4V,false,false,false
14693,1I,false,false,false
14695,4I,false,false,true
14697,4I,false,false,true
14699,4I,false,false,true
14701,1I,false,false,false
14703,4I,false,false,true
14705,1I,false,false,false
14707,4I,false,false,true
14709,1I,false,false,false
14711,4I,false,false,true
14713,4I,false,false,true
14715,4I,false,false,true
14717,4I,false,false,true
14719,4I,false,false,true
14721,2I,false,false,false
14723,2I,false,false,false
14725,1I,false,false,false
14727,4V,false,false,false
14729,4V,false,false,false
